Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,Season
E0,2018-09-23,West Ham,Chelsea,0,0,D,0,0,D,6,17,1,6,1,8,2,1,0,0,2018/19
E0,2018-09-29,Arsenal,Watford,2,0,H,0,0,D,9,13,2,4,6,6,2,2,0,0,2018/19
E0,2018-09-29,Chelsea,Liverpool,1,1,D,1,0,H,10,13,4,6,4,4,0,2,0,0,2018/19
E0,2018-09-29,Everton,Fulham,3,0,H,0,0,D,19,6,6,0,12,1,0,3,0,0,2018/19
E0,2018-09-29,Huddersfield,Tottenham,0,2,A,0,2,A,9,10,5,6,3,0,2,2,0,0,2018/19
E0,2018-09-29,Man City,Brighton,2,0,H,1,0,H,28,4,8,1,10,3,0,3,0,0,2018/19
E0,2018-09-29,Newcastle,Leicester,0,2,A,0,1,A,6,12,1,5,5,9,0,0,0,0,2018/19
E0,2018-09-29,West Ham,Man United,3,1,H,2,0,H,8,9,3,4,4,9,0,1,0,0,2018/19
E0,2018-09-29,Wolves,Southampton,2,0,H,0,0,D,14,17,6,6,8,6,3,1,0,0,2018/19
E0,2018-09-30,Cardiff,Burnley,1,2,A,0,0,D,19,3,5,2,10,2,1,3,0,0,2018/19
E0,2018-10-01,Bournemouth,Crystal Palace,2,1,H,1,0,H,11,10,5,2,3,3,3,4,0,0,2018/19
E0,2018-10-05,Brighton,West Ham,1,0,H,1,0,H,9,17,4,4,2,9,3,2,0,0,2018/19
E0,2018-10-06,Burnley,Huddersfield,1,1,D,1,0,H,6,19,3,2,1,10,2,2,0,0,2018/19
E0,2018-10-06,Crystal Palace,Wolves,0,1,A,0,0,D,11,7,4,2,6,3,3,4,0,0,2018/19
E0,2018-10-06,Leicester,Everton,1,2,A,1,1,D,8,17,2,8,2,10,2,1,1,0,2018/19
E0,2018-10-06,Man United,Newcastle,3,2,H,0,2,A,18,13,10,8,10,6,2,2,0,0,2018/19
E0,2018-10-06,Tottenham,Cardiff,1,0,H,1,0,H,19,8,7,6,6,2,2,1,0,1,2018/19
E0,2018-10-06,Watford,Bournemouth,0,4,A,0,3,A,14,10,2,7,10,7,3,1,1,0,2018/19
E0,2018-10-07,Fulham,Arsenal,1,5,A,1,1,D,21,9,4,7,4,2,2,0,0,0,2018/19
E0,2018-10-07,Liverpool,Man City,0,0,D,0,0,D,7,6,2,2,2,6,1,3,0,0,2018/19
E0,2018-10-07,Southampton,Chelsea,0,3,A,0,1,A,15,21,6,6,4,12,6,0,0,0,2018/19
E0,2018-10-20,Bournemouth,Southampton,0,0,D,0,0,D,10,8,2,4,6,4,1,2,0,0,2018/19
E0,2018-10-20,Cardiff,Fulham,4,2,H,2,2,D,22,9,5,4,4,4,3,3,0,0,2018/19
E0,2018-10-20,Chelsea,Man United,2,2,D,1,0,H,21,7,6,4,5,3,2,5,0,0,2018/19
E0,2018-10-20,Huddersfield,Liverpool,0,1,A,0,1,A,13,11,1,2,2,4,0,2,0,0,2018/19
E0,2018-10-20,Man City,Burnley,5,0,H,1,0,H,24,5,10,0,10,1,2,2,0,0,2018/19
E0,2018-10-20,Newcastle,Brighton,0,1,A,0,1,A,27,8,6,2,10,2,0,2,0,0,2018/19
E0,2018-10-20,West Ham,Tottenham,0,1,A,0,1,A,13,10,4,2,10,6,3,0,0,0,2018/19
E0,2018-10-20,Wolves,Watford,0,2,A,0,2,A,10,9,1,3,8,2,3,1,0,0,2018/19
E0,2018-10-21,Everton,Crystal Palace,2,0,H,0,0,D,20,7,4,3,10,5,2,1,0,0,2018/19
E0,2018-10-22,Arsenal,Leicester,3,1,H,1,1,D,19,8,6,2,6,4,2,2,0,0,2018/19
E0,2018-10-27,Brighton,Wolves,1,0,H,0,0,D,2,25,1,7,1,10,3,0,0,0,2018/19
E0,2018-10-27,Fulham,Bournemouth,0,3,A,0,1,A,11,12,1,5,5,5,2,1,1,0,2018/19
E0,2018-10-27,Leicester,West Ham,1,1,D,0,1,A,21,11,7,3,8,0,1,1,0,1,2018/19
E0,2018-10-27,Liverpool,Cardiff,4,1,H,1,0,H,19,2,7,1,8,0,0,0,0,0,2018/19
E0,2018-10-27,Southampton,Newcastle,0,0,D,0,0,D,22,6,4,0,7,2,0,1,0,0,2018/19
E0,2018-10-27,Watford,Huddersfield,3,0,H,2,0,H,12,13,6,7,3,3,1,2,0,0,2018/19
E0,2018-10-28,Burnley,Chelsea,0,4,A,0,1,A,7,24,1,8,4,4,4,2,0,0,2018/19
E0,2018-10-28,Crystal Palace,Arsenal,2,2,D,1,0,H,16,7,3,2,6,4,1,2,0,0,2018/19
E0,2018-10-28,Man United,Everton,2,1,H,1,0,H,14,14,10,6,8,4,2,1,0,0,2018/19
E0,2018-10-29,Tottenham,Man City,0,1,A,0,1,A,4,13,1,6,3,6,2,2,0,0,2018/19
E0,2018-11-03,Arsenal,Liverpool,1,1,D,0,0,D,12,13,4,4,5,8,1,1,0,0,2018/19
E0,2018-11-03,Bournemouth,Man United,1,2,A,1,1,D,18,18,7,8,9,5,4,3,0,0,2018/19
E0,2018-11-03,Cardiff,Leicester,0,1,A,0,0,D,11,13,2,5,6,12,2,2,0,0,2018/19
E0,2018-11-03,Everton,Brighton,3,1,H,1,1,D,14,5,3,3,6,4,0,1,0,0,2018/19
E0,2018-11-03,Newcastle,Watford,1,0,H,0,0,D,10,16,2,1,8,9,1,5,0,0,2018/19
E0,2018-11-03,West Ham,Burnley,4,2,H,1,1,D,22,6,10,3,10,4,1,4,0,0,2018/19
E0,2018-11-03,Wolves,Tottenham,2,3,A,0,2,A,16,10,7,8,5,1,1,2,0,0,2018/19
E0,2018-11-04,Chelsea,Crystal Palace,3,1,H,1,0,H,15,7,6,2,4,2,0,1,0,0,2018/19
E0,2018-11-04,Man City,Southampton,6,1,H,4,1,H,18,12,8,6,4,4,1,1,0,0,2018/19
E0,2018-11-05,Huddersfield,Fulham,1,0,H,1,0,H,10,7,2,1,5,4,1,2,0,0,2018/19
E0,2018-11-10,Cardiff,Brighton,2,1,H,1,1,D,20,7,6,3,4,1,2,1,0,1,2018/19
E0,2018-11-10,Crystal Palace,Tottenham,0,1,A,0,0,D,11,11,4,2,10,6,1,1,0,0,2018/19
E0,2018-11-10,Huddersfield,West Ham,1,1,D,1,0,H,15,12,7,5,5,6,1,1,0,0,2018/19
E0,2018-11-10,Leicester,Burnley,0,0,D,0,0,D,22,6,5,1,12,1,2,0,0,0,2018/19
E0,2018-11-10,Newcastle,Bournemouth,2,1,H,2,1,H,18,14,6,4,7,10,2,1,0,0,2018/19
E0,2018-11-10,Southampton,Watford,1,1,D,1,0,H,14,12,4,6,7,6,3,2,0,0,2018/19
E0,2018-11-11,Arsenal,Wolves,1,1,D,0,1,A,10,12,3,5,11,2,2,2,0,0,2018/19
E0,2018-11-11,Chelsea,Everton,0,0,D,0,0,D,15,6,4,1,5,5,4,3,0,0,2018/19
E0,2018-11-11,Liverpool,Fulham,2,0,H,1,0,H,20,8,7,3,6,3,1,1,0,0,2018/19
E0,2018-11-11,Man City,Man United,3,1,H,1,0,H,17,6,5,1,5,1,1,1,0,0,2018/19
E0,2018-11-24,Brighton,Leicester,1,1,D,1,0,H,14,8,3,3,6,1,3,1,0,1,2018/19
E0,2018-11-24,Everton,Cardiff,1,0,H,0,0,D,16,7,8,1,7,3,0,3,0,0,2018/19
E0,2018-11-24,Fulham,Southampton,3,2,H,2,1,H,10,19,5,8,2,5,2,3,0,0,2018/19
E0,2018-11-24,Man United,Crystal Palace,0,0,D,0,0,D,12,13,5,2,10,3,1,2,0,0,2018/19
E0,2018-11-24,Tottenham,Chelsea,3,1,H,2,0,H,18,13,9,2,4,4,0,3,0,0,2018/19
E0,2018-11-24,Watford,Liverpool,0,3,A,0,0,D,5,10,1,7,5,5,0,0,0,1,2018/19
E0,2018-11-24,West Ham,Man City,0,4,A,0,3,A,9,9,1,6,8,1,0,0,0,0,2018/19
E0,2018-11-25,Bournemouth,Arsenal,1,2,A,1,1,D,11,20,5,4,5,8,2,1,0,0,2018/19
E0,2018-11-25,Wolves,Huddersfield,0,2,A,0,1,A,12,14,3,6,3,5,1,2,0,0,2018/19
E0,2018-11-26,Burnley,Newcastle,1,2,A,1,2,A,14,17,4,3,5,5,0,1,0,0,2018/19
E0,2018-11-30,Cardiff,Wolves,2,1,H,0,1,A,17,15,3,4,7,6,1,2,0,0,2018/19
E0,2018-12-01,Crystal Palace,Burnley,2,0,H,1,0,H,29,4,9,0,10,2,1,1,0,0,2018/19
E0,2018-12-01,Huddersfield,Brighton,1,2,A,1,1,D,7,14,2,6,2,6,0,2,1,0,2018/19
E0,2018-12-01,Leicester,Watford,2,0,H,2,0,H,7,8,3,0,4,8,2,1,0,1,2018/19
E0,2018-12-01,Man City,Bournemouth,3,1,H,1,1,D,16,4,6,1,8,4,0,0,0,0,2018/19
E0,2018-12-01,Newcastle,West Ham,0,3,A,0,1,A,16,7,4,4,7,3,3,3,0,0,2018/19
E0,2018-12-01,Southampton,Man United,2,2,D,2,2,D,16,11,6,5,3,5,4,4,0,0,2018/19
E0,2018-12-02,Arsenal,Tottenham,4,2,H,1,2,A,22,11,7,6,8,5,3,3,0,1,2018/19
E0,2018-12-02,Chelsea,Fulham,2,0,H,1,0,H,16,9,9,4,4,6,2,1,0,0,2018/19
E0,2018-12-02,Liverpool,Everton,1,0,H,0,0,D,16,9,3,3,8,1,3,2,0,0,2018/19
E0,2018-12-04,Bournemouth,Huddersfield,2,1,H,2,1,H,6,23,2,6,4,8,4,2,0,0,2018/19
E0,2018-12-04,Brighton,Crystal Palace,3,1,H,3,0,H,9,18,3,5,4,5,2,3,1,0,2018/19
E0,2018-12-04,Watford,Man City,1,2,A,0,1,A,11,15,7,7,3,11,0,1,0,0,2018/19
E0,2018-12-04,West Ham,Cardiff,3,1,H,0,0,D,17,9,11,5,10,4,1,2,0,0,2018/19
E0,2018-12-05,Burnley,Liverpool,1,3,A,0,0,D,10,18,6,12,5,9,1,0,0,0,2018/19
E0,2018-12-05,Everton,Newcastle,1,1,D,1,1,D,19,8,3,5,14,2,0,5,0,0,2018/19
E0,2018-12-05,Fulham,Leicester,1,1,D,1,0,H,25,13,7,5,10,8,0,0,0,0,2018/19
E0,2018-12-05,Man United,Arsenal,2,2,D,1,1,D,10,9,7,4,4,4,3,3,0,0,2018/19
E0,2018-12-05,Tottenham,Southampton,3,1,H,1,0,H,13,18,8,5,8,6,0,0,0,0,2018/19
E0,2018-12-05,Wolves,Chelsea,2,1,H,0,1,A,6,17,2,3,1,5,4,4,0,0,2018/19
E0,2018-12-08,Arsenal,Huddersfield,1,0,H,0,0,D,14,6,2,0,7,1,5,4,0,0,2018/19
E0,2018-12-08,Bournemouth,Liverpool,0,4,A,0,1,A,8,10,2,4,6,6,2,1,0,0,2018/19
E0,2018-12-08,Burnley,Brighton,1,0,H,1,0,H,14,14,4,1,2,7,2,0,0,0,2018/19
E0,2018-12-08,Cardiff,Southampton,1,0,H,0,0,D,13,12,4,1,7,7,2,2,0,0,2018/19
E0,2018-12-08,Chelsea,Man City,2,0,H,1,0,H,8,14,5,4,1,13,2,0,0,0,2018/19
E0,2018-12-08,Leicester,Tottenham,0,2,A,0,1,A,11,7,3,2,6,5,3,1,0,0,2018/19
E0,2018-12-08,Man United,Fulham,4,1,H,3,0,H,20,10,11,4,10,3,1,1,0,1,2018/19
E0,2018-12-08,West Ham,Crystal Palace,3,2,H,0,1,A,13,8,6,4,5,3,1,2,0,0,2018/19
E0,2018-12-09,Newcastle,Wolves,1,2,A,1,1,D,12,13,4,6,4,6,2,5,1,0,2018/19
E0,2018-12-10,Everton,Watford,2,2,D,1,0,H,12,15,5,3,6,6,1,1,0,0,2018/19
E0,2018-12-15,Crystal Palace,Leicester,1,0,H,1,0,H,8,12,1,2,4,4,2,1,0,0,2018/19
E0,2018-12-15,Fulham,West Ham,0,2,A,0,2,A,16,6,4,3,6,4,2,1,0,0,2018/19
E0,2018-12-15,Huddersfield,Newcastle,0,1,A,0,0,D,15,8,5,5,10,1,1,1,0,0,2018/19
E0,2018-12-15,Man City,Everton,3,1,H,1,0,H,13,9,5,2,6,2,1,2,0,0,2018/19
E0,2018-12-15,Tottenham,Burnley,1,0,H,0,0,D,15,4,3,0,8,3,0,2,0,0,2018/19
E0,2018-12-15,Watford,Cardiff,3,2,H,1,0,H,17,10,8,3,5,0,0,0,0,0,2018/19
E0,2018-12-15,Wolves,Bournemouth,2,0,H,1,0,H,9,13,3,3,5,3,1,2,0,0,2018/19
E0,2018-12-16,Brighton,Chelsea,1,2,A,0,2,A,6,10,2,3,4,1,2,2,0,0,2018/19
E0,2018-12-16,Liverpool,Man United,3,1,H,1,1,D,36,6,11,2,13,2,0,2,0,0,2018/19
E0,2018-12-16,Southampton,Arsenal,3,2,H,2,1,H,12,13,7,4,4,5,3,1,0,0,2018/19
E0,2018-12-21,Wolves,Liverpool,0,2,A,0,1,A,11,15,5,6,1,10,0,0,0,0,2018/19
E0,2018-12-22,Arsenal,Burnley,3,1,H,1,0,H,10,7,6,2,1,3,2,5,0,0,2018/19
E0,2018-12-22,Bournemouth,Brighton,2,0,H,1,0,H,14,10,3,5,6,5,2,0,0,1,2018/19
E0,2018-12-22,Cardiff,Man United,1,5,A,1,3,A,9,17,3,9,4,7,2,1,0,0,2018/19
E0,2018-12-22,Chelsea,Leicester,0,1,A,0,0,D,17,8,5,3,9,5,0,2,0,0,2018/19
E0,2018-12-22,Huddersfield,Southampton,1,3,A,0,2,A,16,13,5,6,8,2,2,3,0,0,2018/19
E0,2018-12-22,Man City,Crystal Palace,2,3,A,1,2,A,19,5,5,3,13,0,0,4,0,0,2018/19
E0,2018-12-22,Newcastle,Fulham,0,0,D,0,0,D,9,4,0,2,6,0,1,2,0,0,2018/19
E0,2018-12-22,West Ham,Watford,0,2,A,0,1,A,18,11,7,5,10,4,3,2,0,0,2018/19
E0,2018-12-23,Everton,Tottenham,2,6,A,1,3,A,10,17,3,8,2,1,0,2,0,0,2018/19
E0,2018-12-26,Brighton,Arsenal,1,1,D,1,1,D,12,7,3,4,4,9,2,1,0,0,2018/19
E0,2018-12-26,Burnley,Everton,1,5,A,1,3,A,11,13,4,6,5,7,2,4,0,0,2018/19
E0,2018-12-26,Crystal Palace,Cardiff,0,0,D,0,0,D,31,9,5,4,12,1,0,3,0,0,2018/19
E0,2018-12-26,Fulham,Wolves,1,1,D,0,0,D,11,14,9,5,2,0,2,1,0,0,2018/19
E0,2018-12-26,Leicester,Man City,2,1,H,1,1,D,10,11,5,4,3,7,2,2,0,1,2018/19
E0,2018-12-26,Liverpool,Newcastle,4,0,H,1,0,H,16,6,8,2,10,2,0,0,0,0,2018/19
E0,2018-12-26,Man United,Huddersfield,3,1,H,1,0,H,16,10,10,2,5,3,1,1,0,0,2018/19
E0,2018-12-26,Tottenham,Bournemouth,5,0,H,3,0,H,10,14,7,4,3,4,2,1,0,0,2018/19
E0,2018-12-26,Watford,Chelsea,1,2,A,1,1,D,10,10,2,4,3,4,1,0,0,0,2018/19
E0,2018-12-27,Southampton,West Ham,1,2,A,0,0,D,11,16,5,5,4,5,2,0,0,0,2018/19
E0,2018-12-29,Brighton,Everton,1,0,H,0,0,D,11,13,3,4,6,6,0,2,0,0,2018/19
E0,2018-12-29,Fulham,Huddersfield,1,0,H,0,0,D,14,9,5,5,4,3,3,1,0,0,2018/19
E0,2018-12-29,Leicester,Cardiff,0,1,A,0,0,D,16,12,7,3,10,4,0,2,0,0,2018/19
E0,2018-12-29,Liverpool,Arsenal,5,1,H,4,1,H,15,8,10,2,5,3,1,2,0,0,2018/19
E0,2018-12-29,Tottenham,Wolves,1,3,A,1,0,H,10,11,3,4,6,7,3,2,0,0,2018/19
E0,2018-12-29,Watford,Newcastle,1,1,D,0,1,A,12,8,5,2,3,6,1,2,0,0,2018/19
E0,2018-12-30,Burnley,West Ham,2,0,H,2,0,H,17,11,5,4,5,5,1,4,0,0,2018/19
E0,2018-12-30,Crystal Palace,Chelsea,0,1,A,0,0,D,4,12,0,4,3,4,0,1,0,0,2018/19
E0,2018-12-30,Man United,Bournemouth,4,1,H,3,1,H,11,7,8,3,4,5,2,0,1,0,2018/19
E0,2018-12-30,Southampton,Man City,1,3,A,1,3,A,5,14,4,6,3,8,2,3,1,0,2018/19
E0,2019-01-01,Arsenal,Fulham,4,1,H,1,0,H,16,9,9,4,8,3,0,1,0,0,2018/19
E0,2019-01-01,Cardiff,Tottenham,0,3,A,0,3,A,6,13,3,4,5,3,1,0,0,0,2018/19
E0,2019-01-01,Everton,Leicester,0,1,A,0,0,D,17,8,2,4,6,5,3,1,0,0,2018/19
E0,2019-01-02,Bournemouth,Watford,3,3,D,3,3,D,25,11,12,3,4,2,1,4,0,0,2018/19
E0,2019-01-02,Chelsea,Southampton,0,0,D,0,0,D,17,6,6,2,7,2,1,2,0,0,2018/19
E0,2019-01-02,Huddersfield,Burnley,1,2,A,1,1,D,9,16,2,8,5,2,0,4,1,1,2018/19
E0,2019-01-02,Newcastle,Man United,0,2,A,0,0,D,14,16,3,7,1,2,1,2,0,0,2018/19
E0,2019-01-02,West Ham,Brighton,2,2,D,0,0,D,13,13,6,6,1,5,0,1,0,0,2018/19
E0,2019-01-02,Wolves,Crystal Palace,0,2,A,0,0,D,9,17,1,4,3,10,4,1,0,0,2018/19
E0,2019-01-03,Man City,Liverpool,2,1,H,1,0,H,9,7,4,5,2,1,4,2,0,0,2018/19
E0,2019-01-12,Brighton,Liverpool,0,1,A,0,0,D,7,10,0,3,2,7,0,0,0,0,2018/19
E0,2019-01-12,Burnley,Fulham,2,1,H,2,1,H,11,12,0,4,2,6,1,2,0,0,2018/19
E0,2019-01-12,Cardiff,Huddersfield,0,0,D,0,0,D,3,14,0,2,3,10,3,1,0,0,2018/19
E0,2019-01-12,Chelsea,Newcastle,2,1,H,1,1,D,10,9,6,2,8,5,1,1,0,0,2018/19
E0,2019-01-12,Crystal Palace,Watford,1,2,A,1,0,H,15,16,6,2,7,7,1,4,0,0,2018/19
E0,2019-01-12,Leicester,Southampton,1,2,A,0,2,A,23,8,6,3,10,3,2,1,0,1,2018/19
E0,2019-01-12,West Ham,Arsenal,1,0,H,0,0,D,11,11,3,2,7,3,0,2,0,0,2018/19
E0,2019-01-13,Everton,Bournemouth,2,0,H,0,0,D,15,16,3,7,5,9,5,0,0,0,2018/19
E0,2019-01-13,Tottenham,Man United,0,1,A,0,1,A,21,13,11,8,7,4,1,2,0,0,2018/19
E0,2019-01-14,Man City,Wolves,3,0,H,2,0,H,24,3,9,0,12,1,1,0,0,1,2018/19
E0,2019-01-19,Arsenal,Chelsea,2,0,H,2,0,H,13,13,5,1,5,6,0,2,0,0,2018/19
E0,2019-01-19,Bournemouth,West Ham,2,0,H,0,0,D,10,9,4,1,2,3,0,1,0,0,2018/19
E0,2019-01-19,Liverpool,Crystal Palace,4,3,H,0,1,A,19,9,9,3,8,3,0,1,1,0,2018/19
E0,2019-01-19,Man United,Brighton,2,1,H,2,0,H,20,7,5,3,6,5,1,0,0,0,2018/19
E0,2019-01-19,Newcastle,Cardiff,3,0,H,1,0,H,16,9,6,1,7,10,0,1,0,0,2018/19
E0,2019-01-19,Southampton,Everton,2,1,H,0,0,D,11,7,4,2,7,6,2,1,0,0,2018/19
E0,2019-01-19,Watford,Burnley,0,0,D,0,0,D,9,11,4,3,1,7,1,2,0,0,2018/19
E0,2019-01-19,Wolves,Leicester,4,3,H,2,0,H,12,16,7,6,5,9,3,3,0,0,2018/19
E0,2019-01-20,Fulham,Tottenham,1,2,A,1,0,H,12,14,4,5,7,10,2,3,0,0,2018/19
E0,2019-01-20,Huddersfield,Man City,0,3,A,0,1,A,5,12,2,4,1,4,2,2,0,0,2018/19
E0,2019-01-29,Arsenal,Cardiff,2,1,H,0,0,D,15,19,4,2,4,7,3,3,0,0,2018/19
E0,2019-01-29,Fulham,Brighton,4,2,H,0,2,A,24,15,7,6,10,1,2,3,0,0,2018/19
E0,2019-01-29,Huddersfield,Everton,0,1,A,0,1,A,10,10,2,5,3,4,1,4,0,1,2018/19
E0,2019-01-29,Man United,Burnley,2,2,D,0,0,D,28,6,9,4,11,3,1,3,0,0,2018/19
E0,2019-01-29,Newcastle,Man City,2,1,H,0,1,A,6,12,2,4,1,8,2,3,0,0,2018/19
E0,2019-01-29,Wolves,West Ham,3,0,H,0,0,D,20,4,9,0,5,1,4,1,0,0,2018/19
E0,2019-01-30,Bournemouth,Chelsea,4,0,H,0,0,D,12,11,7,7,3,7,1,0,0,0,2018/19
E0,2019-01-30,Liverpool,Leicester,1,1,D,1,1,D,10,5,3,2,7,1,1,3,0,0,2018/19
