Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,Season
E0,2019-01-30,Southampton,Crystal Palace,1,1,D,0,1,A,13,15,4,3,3,8,2,2,0,1,2018/19
E0,2019-01-30,Tottenham,Watford,2,1,H,0,1,A,17,9,3,1,9,5,0,4,0,0,2018/19
E0,2019-02-02,Brighton,Watford,0,0,D,0,0,D,21,5,4,0,7,0,1,0,0,0,2018/19
E0,2019-02-02,Burnley,Southampton,1,1,D,0,0,D,15,10,6,4,4,2,3,1,0,0,2018/19
E0,2019-02-02,Cardiff,Bournemouth,2,0,H,1,0,H,12,9,5,2,6,7,1,2,0,0,2018/19
E0,2019-02-02,Chelsea,Huddersfield,5,0,H,2,0,H,23,5,7,2,11,2,0,0,0,0,2018/19
E0,2019-02-02,Crystal Palace,Fulham,2,0,H,1,0,H,17,8,6,0,11,1,2,3,0,0,2018/19
E0,2019-02-02,Everton,Wolves,1,3,A,1,2,A,13,8,4,4,3,1,3,1,0,0,2018/19
E0,2019-02-02,Tottenham,Newcastle,1,0,H,0,0,D,21,8,4,2,6,3,0,1,0,0,2018/19
E0,2019-02-03,Leicester,Man United,0,1,A,0,1,A,17,10,6,6,7,2,4,4,0,0,2018/19
E0,2019-02-03,Man City,Arsenal,3,1,H,2,1,H,19,4,12,2,4,2,1,1,0,0,2018/19
E0,2019-02-04,West Ham,Liverpool,1,1,D,1,1,D,13,11,2,6,2,5,1,1,0,0,2018/19
E0,2019-02-06,Everton,Man City,0,2,A,0,1,A,4,15,1,4,5,6,1,1,0,0,2018/19
E0,2019-02-09,Brighton,Burnley,1,3,A,0,1,A,16,9,6,5,9,3,1,1,0,0,2018/19
E0,2019-02-09,Crystal Palace,West Ham,1,1,D,0,1,A,25,6,5,4,10,4,3,0,0,0,2018/19
E0,2019-02-09,Fulham,Man United,0,3,A,0,2,A,15,15,3,7,5,4,3,2,0,0,2018/19
E0,2019-02-09,Huddersfield,Arsenal,1,2,A,0,2,A,15,9,6,4,5,0,3,2,0,0,2018/19
E0,2019-02-09,Liverpool,Bournemouth,3,0,H,2,0,H,20,12,9,2,8,5,2,2,0,0,2018/19
E0,2019-02-09,Southampton,Cardiff,1,2,A,0,0,D,14,6,7,3,8,2,3,3,0,0,2018/19
E0,2019-02-09,Watford,Everton,1,0,H,0,0,D,7,9,2,4,8,2,2,0,0,1,2018/19
E0,2019-02-10,Man City,Chelsea,6,0,H,4,0,H,15,12,9,4,2,2,1,2,0,0,2018/19
E0,2019-02-10,Tottenham,Leicester,3,1,H,1,0,H,12,20,5,9,2,9,3,1,0,0,2018/19
E0,2019-02-11,Wolves,Newcastle,1,1,D,0,0,D,22,9,6,3,13,1,1,3,0,0,2018/19
E0,2019-02-22,Cardiff,Watford,1,5,A,0,1,A,15,12,6,7,3,3,1,2,0,0,2018/19
E0,2019-02-22,West Ham,Fulham,3,1,H,2,1,H,21,8,7,5,12,0,1,1,0,0,2018/19
E0,2019-02-23,Bournemouth,Wolves,1,1,D,1,0,H,10,10,3,2,9,8,4,5,0,0,2018/19
E0,2019-02-23,Burnley,Tottenham,2,1,H,0,0,D,10,17,4,6,7,6,1,3,0,0,2018/19
E0,2019-02-23,Leicester,Crystal Palace,1,4,A,0,1,A,27,7,5,5,8,3,2,1,0,0,2018/19
E0,2019-02-23,Newcastle,Huddersfield,2,0,H,0,0,D,29,3,12,1,12,0,2,0,0,1,2018/19
E0,2019-02-24,Arsenal,Southampton,2,0,H,2,0,H,12,10,4,4,6,4,0,0,0,0,2018/19
E0,2019-02-24,Man United,Liverpool,0,0,D,0,0,D,6,7,3,1,3,7,1,3,0,0,2018/19
E0,2019-02-26,Cardiff,Everton,0,3,A,0,1,A,6,12,0,4,3,4,3,1,0,0,2018/19
E0,2019-02-26,Huddersfield,Wolves,1,0,H,0,0,D,15,7,3,0,3,5,2,2,0,0,2018/19
E0,2019-02-26,Leicester,Brighton,2,1,H,1,0,H,19,15,3,3,4,8,1,1,0,0,2018/19
E0,2019-02-26,Newcastle,Burnley,2,0,H,2,0,H,12,12,3,2,4,7,1,3,0,0,2018/19
E0,2019-02-27,Arsenal,Bournemouth,5,1,H,2,1,H,16,13,6,5,9,4,2,2,0,0,2018/19
E0,2019-02-27,Chelsea,Tottenham,2,0,H,0,0,D,11,9,1,0,2,2,1,1,0,0,2018/19
E0,2019-02-27,Crystal Palace,Man United,1,3,A,0,1,A,17,13,2,4,5,6,2,3,0,0,2018/19
E0,2019-02-27,Liverpool,Watford,5,0,H,2,0,H,19,5,10,3,6,4,0,2,0,0,2018/19
E0,2019-02-27,Man City,West Ham,1,0,H,0,0,D,20,2,7,1,12,2,0,2,0,0,2018/19
E0,2019-02-27,Southampton,Fulham,2,0,H,2,0,H,14,14,4,4,7,4,0,1,0,0,2018/19
E0,2019-03-02,Bournemouth,Man City,0,1,A,0,0,D,0,23,0,7,0,14,1,2,0,0,2018/19
E0,2019-03-02,Brighton,Huddersfield,1,0,H,0,0,D,13,6,4,4,6,3,2,2,0,0,2018/19
E0,2019-03-02,Burnley,Crystal Palace,1,3,A,0,1,A,18,10,4,4,8,5,1,2,0,0,2018/19
E0,2019-03-02,Man United,Southampton,3,2,H,0,1,A,16,6,6,3,9,7,2,1,0,0,2018/19
E0,2019-03-02,Tottenham,Arsenal,1,1,D,0,1,A,10,9,3,4,3,4,3,2,0,1,2018/19
E0,2019-03-02,West Ham,Newcastle,2,0,H,2,0,H,10,17,4,2,1,6,3,4,0,0,2018/19
E0,2019-03-02,Wolves,Cardiff,2,0,H,2,0,H,13,12,6,4,7,8,1,2,0,0,2018/19
E0,2019-03-03,Everton,Liverpool,0,0,D,0,0,D,7,10,3,3,3,7,1,2,0,0,2018/19
E0,2019-03-03,Fulham,Chelsea,1,2,A,1,2,A,12,20,5,7,5,4,2,1,0,0,2018/19
E0,2019-03-03,Watford,Leicester,2,1,H,1,0,H,6,14,5,2,1,5,5,1,0,0,2018/19
E0,2019-03-09,Cardiff,West Ham,2,0,H,1,0,H,16,9,7,2,7,5,2,1,0,0,2018/19
E0,2019-03-09,Crystal Palace,Brighton,1,2,A,0,1,A,15,4,3,3,8,0,1,5,0,0,2018/19
E0,2019-03-09,Huddersfield,Bournemouth,0,2,A,0,1,A,8,8,1,5,6,5,3,1,0,0,2018/19
E0,2019-03-09,Leicester,Fulham,3,1,H,1,0,H,18,6,8,3,6,5,0,2,0,0,2018/19
E0,2019-03-09,Man City,Watford,3,1,H,0,0,D,19,2,9,1,9,1,1,1,0,0,2018/19
E0,2019-03-09,Newcastle,Everton,3,2,H,0,2,A,19,7,7,3,8,2,3,1,0,0,2018/19
E0,2019-03-09,Southampton,Tottenham,2,1,H,0,1,A,12,16,4,5,1,10,4,2,0,0,2018/19
E0,2019-03-10,Arsenal,Man United,2,0,H,1,0,H,14,14,3,4,5,2,2,2,0,0,2018/19
E0,2019-03-10,Chelsea,Wolves,1,1,D,0,0,D,22,2,6,1,13,0,1,4,0,0,2018/19
E0,2019-03-10,Liverpool,Burnley,4,2,H,2,1,H,23,3,5,2,7,3,2,0,0,0,2018/19
E0,2019-03-16,Bournemouth,Newcastle,2,2,D,0,1,A,10,12,3,4,6,6,3,2,0,0,2018/19
E0,2019-03-16,Burnley,Leicester,1,2,A,1,1,D,13,9,2,4,9,3,1,1,0,1,2018/19
E0,2019-03-16,West Ham,Huddersfield,4,3,H,1,2,A,16,15,5,5,5,8,0,2,0,0,2018/19
E0,2019-03-17,Everton,Chelsea,2,0,H,0,0,D,15,16,8,5,3,4,1,2,0,0,2018/19
E0,2019-03-17,Fulham,Liverpool,1,2,A,0,1,A,7,16,2,6,1,10,2,1,0,0,2018/19
E0,2019-03-30,Brighton,Southampton,0,1,A,0,0,D,14,8,1,2,6,5,1,2,0,0,2018/19
E0,2019-03-30,Burnley,Wolves,2,0,H,1,0,H,5,8,1,1,1,5,1,1,0,0,2018/19
E0,2019-03-30,Crystal Palace,Huddersfield,2,0,H,0,0,D,19,15,5,5,5,5,0,0,0,0,2018/19
E0,2019-03-30,Fulham,Man City,0,2,A,0,2,A,5,24,0,7,0,11,2,0,0,0,2018/19
E0,2019-03-30,Leicester,Bournemouth,2,0,H,1,0,H,18,8,4,2,6,1,0,2,0,0,2018/19
E0,2019-03-30,Man United,Watford,2,1,H,1,0,H,8,20,5,8,3,5,1,2,0,0,2018/19
E0,2019-03-30,West Ham,Everton,0,2,A,0,2,A,3,17,1,9,4,9,1,1,0,0,2018/19
E0,2019-03-31,Cardiff,Chelsea,1,2,A,0,0,D,8,21,3,3,2,7,2,3,0,0,2018/19
E0,2019-03-31,Liverpool,Tottenham,2,1,H,1,0,H,14,11,3,2,10,3,0,1,0,0,2018/19
E0,2019-04-01,Arsenal,Newcastle,2,0,H,1,0,H,7,3,4,1,6,2,2,0,0,0,2018/19
E0,2019-04-02,Watford,Fulham,4,1,H,1,1,D,15,17,7,7,6,4,3,2,0,0,2018/19
E0,2019-04-02,Wolves,Man United,2,1,H,1,1,D,9,18,2,4,3,5,1,2,0,1,2018/19
E0,2019-04-03,Chelsea,Brighton,3,0,H,1,0,H,17,3,4,1,7,1,0,0,0,0,2018/19
E0,2019-04-03,Man City,Cardiff,2,0,H,2,0,H,27,4,11,1,7,4,0,3,0,0,2018/19
E0,2019-04-03,Tottenham,Crystal Palace,2,0,H,0,0,D,26,5,10,1,8,2,1,0,0,0,2018/19
E0,2019-04-05,Southampton,Liverpool,1,3,A,1,1,D,11,17,1,5,7,5,2,4,0,0,2018/19
E0,2019-04-06,Bournemouth,Burnley,1,3,A,1,2,A,10,11,2,3,3,6,2,3,0,0,2018/19
E0,2019-04-06,Huddersfield,Leicester,1,4,A,0,1,A,10,18,4,9,8,5,3,0,0,0,2018/19
E0,2019-04-06,Newcastle,Crystal Palace,0,1,A,0,0,D,18,3,5,1,9,4,1,2,0,0,2018/19
E0,2019-04-07,Everton,Arsenal,1,0,H,1,0,H,23,7,6,2,9,6,1,4,0,0,2018/19
E0,2019-04-08,Chelsea,West Ham,2,0,H,1,0,H,16,9,7,2,7,4,2,1,0,0,2018/19
E0,2019-04-12,Leicester,Newcastle,0,1,A,0,1,A,12,11,5,5,2,3,2,3,0,0,2018/19
E0,2019-04-13,Brighton,Bournemouth,0,5,A,0,1,A,8,14,1,7,4,1,2,4,1,0,2018/19
E0,2019-04-13,Burnley,Cardiff,2,0,H,1,0,H,14,14,7,2,8,4,2,3,0,0,2018/19
E0,2019-04-13,Fulham,Everton,2,0,H,0,0,D,12,8,5,1,7,3,2,1,0,0,2018/19
E0,2019-04-13,Man United,West Ham,2,1,H,1,0,H,14,18,4,4,3,11,1,1,0,0,2018/19
E0,2019-04-13,Southampton,Wolves,3,1,H,2,1,H,13,17,6,2,4,9,1,3,0,0,2018/19
E0,2019-04-13,Tottenham,Huddersfield,4,0,H,2,0,H,22,7,5,1,4,2,2,2,0,0,2018/19
E0,2019-04-14,Crystal Palace,Man City,1,3,A,0,1,A,7,20,3,6,2,9,0,0,0,0,2018/19
E0,2019-04-14,Liverpool,Chelsea,2,0,H,0,0,D,15,6,7,3,9,2,0,1,0,0,2018/19
E0,2019-04-15,Watford,Arsenal,0,1,A,0,1,A,11,19,3,6,6,4,2,0,1,0,2018/19
E0,2019-04-16,Brighton,Cardiff,0,2,A,0,1,A,14,10,2,3,5,4,0,1,0,0,2018/19
E0,2019-04-20,Bournemouth,Fulham,0,1,A,0,0,D,15,17,5,5,3,7,1,3,0,0,2018/19
E0,2019-04-20,Huddersfield,Watford,1,2,A,0,1,A,13,11,3,6,2,2,2,2,0,0,2018/19
E0,2019-04-20,Man City,Tottenham,1,0,H,1,0,H,15,10,4,4,4,4,1,2,0,0,2018/19
E0,2019-04-20,Newcastle,Southampton,3,1,H,2,0,H,15,15,6,3,4,11,0,2,0,0,2018/19
E0,2019-04-20,West Ham,Leicester,2,2,D,1,0,H,11,11,3,5,6,8,2,0,0,0,2018/19
E0,2019-04-20,Wolves,Brighton,0,0,D,0,0,D,22,5,5,0,14,1,0,1,0,0,2018/19
E0,2019-04-21,Arsenal,Crystal Palace,2,3,A,0,1,A,12,16,5,7,8,3,4,1,0,0,2018/19
E0,2019-04-21,Cardiff,Liverpool,0,2,A,0,0,D,7,17,2,6,5,10,1,1,0,0,2018/19
E0,2019-04-21,Everton,Man United,4,0,H,2,0,H,15,7,8,1,10,2,1,1,0,0,2018/19
E0,2019-04-22,Chelsea,Burnley,2,2,D,2,2,D,22,6,9,3,10,1,2,1,0,0,2018/19
E0,2019-04-23,Tottenham,Brighton,1,0,H,0,0,D,29,6,5,1,6,3,1,2,0,0,2018/19
E0,2019-04-23,Watford,Southampton,1,1,D,0,1,A,15,8,4,4,3,4,5,2,0,0,2018/19
E0,2019-04-24,Man United,Man City,0,2,A,0,0,D,12,8,1,5,1,1,2,2,0,0,2018/19
E0,2019-04-24,Wolves,Arsenal,3,1,H,3,0,H,11,11,3,1,5,5,2,3,0,0,2018/19
E0,2019-04-26,Liverpool,Huddersfield,5,0,H,3,0,H,21,5,7,1,4,4,0,0,0,0,2018/19
E0,2019-04-27,Brighton,Newcastle,1,1,D,0,1,A,9,9,2,1,7,4,2,3,0,0,2018/19
E0,2019-04-27,Crystal Palace,Everton,0,0,D,0,0,D,8,22,0,3,5,10,2,0,0,0,2018/19
E0,2019-04-27,Fulham,Cardiff,1,0,H,0,0,D,8,13,2,8,10,3,0,0,0,0,2018/19
E0,2019-04-27,Southampton,Bournemouth,3,3,D,1,2,A,22,9,7,5,9,3,2,1,0,0,2018/19
E0,2019-04-27,Tottenham,West Ham,0,1,A,0,0,D,14,16,4,7,2,7,0,2,0,0,2018/19
E0,2019-04-27,Watford,Wolves,1,2,A,0,1,A,10,11,1,4,4,5,3,2,0,0,2018/19
E0,2019-04-28,Burnley,Man City,0,1,A,0,0,D,2,25,0,7,0,6,1,1,0,0,2018/19
E0,2019-04-28,Leicester,Arsenal,3,0,H,0,0,D,24,6,12,1,8,6,3,1,0,1,2018/19
E0,2019-04-28,Man United,Chelsea,1,1,D,1,1,D,7,16,5,3,6,6,3,2,0,0,2018/19
E0,2019-05-03,Everton,Burnley,2,0,H,2,0,H,20,5,6,1,8,1,0,2,0,0,2018/19
E0,2019-05-04,Bournemouth,Tottenham,1,0,H,0,0,D,20,11,6,5,10,6,1,5,0,2,2018/19
E0,2019-05-04,Cardiff,Crystal Palace,2,3,A,1,2,A,18,21,8,7,10,5,0,0,0,0,2018/19
E0,2019-05-04,Newcastle,Liverpool,2,3,A,1,2,A,14,11,7,4,2,3,1,1,0,0,2018/19
E0,2019-05-04,West Ham,Southampton,3,0,H,1,0,H,17,11,6,1,2,7,1,1,0,0,2018/19
E0,2019-05-04,Wolves,Fulham,1,0,H,0,0,D,19,6,6,2,7,1,1,3,0,0,2018/19
E0,2019-05-05,Arsenal,Brighton,1,1,D,1,0,H,20,11,8,5,16,3,5,2,0,0,2018/19
E0,2019-05-05,Chelsea,Watford,3,0,H,0,0,D,19,15,9,3,6,6,0,1,0,0,2018/19
E0,2019-05-05,Huddersfield,Man United,1,1,D,0,1,A,7,23,3,7,3,7,1,1,0,0,2018/19
E0,2019-05-06,Man City,Leicester,1,0,H,0,0,D,19,7,5,2,11,0,3,2,0,0,2018/19
E0,2019-05-12,Brighton,Man City,1,4,A,1,2,A,6,20,2,9,2,6,0,0,0,0,2018/19
E0,2019-05-12,Burnley,Arsenal,1,3,A,0,0,D,14,17,5,6,4,5,5,1,0,0,2018/19
E0,2019-05-12,Crystal Palace,Bournemouth,5,3,H,3,1,H,17,16,8,8,4,4,3,0,0,0,2018/19
E0,2019-05-12,Fulham,Newcastle,0,4,A,0,2,A,16,13,2,6,5,5,1,0,0,0,2018/19
E0,2019-05-12,Leicester,Chelsea,0,0,D,0,0,D,9,14,3,4,4,5,0,1,0,0,2018/19
E0,2019-05-12,Liverpool,Wolves,2,0,H,1,0,H,13,7,5,2,4,1,0,2,0,0,2018/19
E0,2019-05-12,Man United,Cardiff,0,2,A,0,1,A,26,13,10,4,11,2,3,3,0,0,2018/19
E0,2019-05-12,Southampton,Huddersfield,1,1,D,1,0,H,10,10,3,3,4,3,0,1,0,0,2018/19
E0,2019-05-12,Tottenham,Everton,2,2,D,1,0,H,11,17,3,9,7,4,0,2,0,0,2018/19
E0,2019-05-12,Watford,West Ham,1,4,A,0,2,A,17,16,8,9,7,2,1,0,1,0,2018/19
